     -2.000000      -1.000000       2.007670
     -2.000000      -0.979798       2.071292
     -2.000000      -0.959596       2.137266
     -2.000000      -0.939394       2.205454
     -2.000000      -0.919192       2.275702
     -2.000000      -0.898990       2.347846
     -2.000000      -0.878788       2.421704
     -2.000000      -0.858586       2.497084
     -2.000000      -0.838384       2.573779
     -2.000000      -0.818182       2.651570
     -2.000000      -0.797980       2.730228
     -2.000000      -0.777778       2.809512
     -2.000000      -0.757576       2.889171
     -2.000000      -0.737374       2.968943
     -2.000000      -0.717172       3.048561
     -2.000000      -0.696970       3.127747
     -2.000000      -0.676768       3.206220
     -2.000000      -0.656566       3.283693
     -2.000000      -0.636364       3.359874
     -2.000000      -0.616162       3.434469
     -2.000000      -0.595960       3.507185
     -2.000000      -0.575758       3.577725
     -2.000000      -0.555556       3.645799
     -2.000000      -0.535354       3.711115
     -2.000000      -0.515152       3.773388
     -2.000000      -0.494949       3.832340
     -2.000000      -0.474747       3.887699
     -2.000000      -0.454545       3.939203
     -2.000000      -0.434343       3.986600
     -2.000000      -0.414141       4.029650
     -2.000000      -0.393939       4.068127
     -2.000000      -0.373737       4.101820
     -2.000000      -0.353535       4.130533
     -2.000000      -0.333333       4.154088
     -2.000000      -0.313131       4.172328
     -2.000000      -0.292929       4.185112
     -2.000000      -0.272727       4.192322
     -2.000000      -0.252525       4.193863
     -2.000000      -0.232323       4.189660
     -2.000000      -0.212121       4.179663
     -2.000000      -0.191919       4.163846
     -2.000000      -0.171717       4.142209
     -2.000000      -0.151515       4.114775
     -2.000000      -0.131313       4.081592
     -2.000000      -0.111111       4.042735
     -2.000000      -0.090909       3.998305
     -2.000000      -0.070707       3.948426
     -2.000000      -0.050505       3.893249
     -2.000000      -0.030303       3.832948
     -2.000000      -0.010101       3.767724
     -2.000000       0.010101       3.697797
     -2.000000       0.030303       3.623413
     -2.000000       0.050505       3.544839
     -2.000000       0.070707       3.462362
     -2.000000       0.090909       3.376287
     -2.000000       0.111111       3.286940
     -2.000000       0.131313       3.194661
     -2.000000       0.151515       3.099807
     -2.000000       0.171717       3.002746
     -2.000000       0.191919       2.903860
     -2.000000       0.212121       2.803540
     -2.000000       0.232323       2.702186
     -2.000000       0.252525       2.600202
     -2.000000       0.272727       2.497999
     -2.000000       0.292929       2.395989
     -2.000000       0.313131       2.294584
     -2.000000       0.333333       2.194195
     -2.000000       0.353535       2.095230
     -2.000000       0.373737       1.998089
     -2.000000       0.393939       1.903168
     -2.000000       0.414141       1.810851
     -2.000000       0.434343       1.721510
     -2.000000       0.454545       1.635508
     -2.000000       0.474747       1.553188
     -2.000000       0.494949       1.474881
     -2.000000       0.515152       1.400897
     -2.000000       0.535354       1.331528
     -2.000000       0.555556       1.267046
     -2.000000       0.575758       1.207699
     -2.000000       0.595960       1.153713
     -2.000000       0.616162       1.105290
     -2.000000       0.636364       1.062607
     -2.000000       0.656566       1.025816
     -2.000000       0.676768       0.995042
     -2.000000       0.696970       0.970385
     -2.000000       0.717172       0.951915
     -2.000000       0.737374       0.939678
     -2.000000       0.757576       0.933693
     -2.000000       0.777778       0.933951
     -2.000000       0.797980       0.940417
     -2.000000       0.818182       0.953029
     -2.000000       0.838384       0.971701
     -2.000000       0.858586       0.996323
     -2.000000       0.878788       1.026758
     -2.000000       0.898990       1.062848
     -2.000000       0.919192       1.104414
     -2.000000       0.939394       1.151254
     -2.000000       0.959596       1.203148
     -2.000000       0.979798       1.259855
